Zipcode,Street,Unit,City,Lat,Long,Block Group
91606,6113 N ENSIGN AVE,,Los Angeles,34.18164,-118.37143,060371242011008
90293,6734 S ESPLANADE,,Los Angeles,33.95959,-118.44953,060372781022003
90041,1556 N HAZELWOOD AVE,,Los Angeles,34.12464,-118.21436,060371834021005
91331,9215 N CRANFORD AVE,,Los Angeles,34.23666,-118.41261,060371212102006
90004,427 N HELIOTROPE DR,,Los Angeles,34.07856,-118.29607,060371926202000
90064,2249 S OVERLAND AVE,,Los Angeles,34.04471,-118.42727,060372678002000
90014,655 S MAPLE AVE,,Los Angeles,34.04277,-118.24915,060372063011005
90039,3237 N INGLEDALE TER,,Los Angeles,34.11857,-118.26342,060371883002010
90062,3894 S WESTERN AVE,,Los Angeles,34.01474,-118.30874,060372313022005
90064,2251 S OVERLAND AVE,,Los Angeles,34.04465,-118.42722,060372678002000
90002,926 E 94TH ST,,Los Angeles,33.95098,-118.25761,060372407003003
90004,427 N HELIOTROPE DR,1/2,Los Angeles,34.07856,-118.29607,060371926202000
90032,2011 N ROWAN AVE,,Los Angeles,34.06622,-118.18824,060372014023006
90032,2013 N ROWAN AVE,,Los Angeles,34.06631,-118.18823,060372014023006
90002,924 E 94TH ST,,Los Angeles,33.95098,-118.25769,060372407003003
90039,3239 N INGLEDALE TER,,Los Angeles,34.11862,-118.26334,060371883002010
91402,7840 N VARNA AVE,,Los Angeles,34.21269,-118.42644,060371197001000
90019,4912 W EDGEWOOD PL,,Los Angeles,34.05549,-118.33849,060372161002010
91402,7877 N VARNA AVE,,Los Angeles,34.21333,-118.42602,060371197001008
91402,7880 N VARNA AVE,,Los Angeles,34.21341,-118.42567,060371197001000
90731,661 W 27TH ST,,Los Angeles,33.71953,-118.29118,060372976023001
90019,4914 W EDGEWOOD PL,,Los Angeles,34.05549,-118.33853,060372161002010
91402,7867 N VARNA AVE,,Los Angeles,34.21314,-118.42608,060371197001008
90016,5642 W CARLIN ST,,Los Angeles,34.03152,-118.3666,060372199021002
91402,7891 N VARNA AVE,,Los Angeles,34.21369,-118.42589,060371197001008
91402,7894 N VARNA AVE,,Los Angeles,34.21376,-118.42557,060371197001000
90731,674 W 27TH ST,,Los Angeles,33.7198,-118.29137,060372976023000
90001,805 E 76TH ST,,Los Angeles,33.97129,-118.26051,060372395011008
90065,4645 N WAWONA ST,,Los Angeles,34.13738,-118.22531,060371813002008
91402,7856 N VARNA AVE,,Los Angeles,34.21275,-118.42592,060371197001000
90027,4039 W CLAYTON AVE,,Los Angeles,34.1001,-118.27988,060371953001003
91402,7852 N VARNA AVE,,Los Angeles,34.21264,-118.42616,060371197001000
91402,7846 N VARNA AVE,,Los Angeles,34.21269,-118.42637,060371197001000
91402,7900 N VARNA AVE,,Los Angeles,34.21393,-118.42552,060371197001000
91402,7897 N VARNA AVE,,Los Angeles,34.21388,-118.42584,060371197001008
91402,7885 N VARNA AVE,,Los Angeles,34.21352,-118.42594,060371197001008
90037,1234 W 52ND ST,,Los Angeles,33.99492,-118.29712,060372326022000
91402,7862 N VARNA AVE,,Los Angeles,34.21284,-118.42579,060371197001000
90731,645 W 27TH ST,,Los Angeles,33.71953,-118.29087,060372976023001
91402,7874 N VARNA AVE,,Los Angeles,34.21322,-118.4257,060371197001000
90731,663 W 27TH ST,,Los Angeles,33.71953,-118.29126,060372976023001
90065,4639 N WAWONA ST,,Los Angeles,34.13715,-118.22531,060371813002008
90731,644 W 27TH ST,,Los Angeles,33.7198,-118.29088,060372976023000
91402,7888 N VARNA AVE,,Los Angeles,34.21359,-118.42562,060371197001000
90027,4041 W CLAYTON AVE,,Los Angeles,34.1001,-118.27996,060371953001003
91402,7868 N VARNA AVE,,Los Angeles,34.21295,-118.42575,060371197001000
90037,1232 W 52ND ST,,Los Angeles,33.99492,-118.29704,060372326022000
90291,1718 S MAIN ST,,Los Angeles,33.98756,-118.47055,060372735021010
91331,11340 N GLENOAKS BLVD,,Los Angeles,34.27663,-118.41452,060371042031005
90044,525 W 109TH PL,,Los Angeles,33.93659,-118.2836,060372412025008
90291,1720 S MAIN ST,,Los Angeles,33.98751,-118.47053,060372735021010
91352,10105 W LA TUNA CANYON ROAD,,Los Angeles,34.23503,-118.35103,060371021071003
90293,8355 W MANCHESTER AVE,,Los Angeles,33.9566,-118.44189,060372766014002
90044,523 W 109TH PL,,Los Angeles,33.93659,-118.28352,060372412025008
90034,10740 W WESTMINSTER AVE,,Los Angeles,34.02319,-118.41217,060372718041001
91406,17218 W SATICOY ST,,Los Angeles,34.20823,-118.50827,060371319002000
90059,939 E 120TH ST,,Los Angeles,33.92386,-118.25719,060372410022009
90291,721 E VENICE BLVD,,Los Angeles,33.99196,-118.45778,060372736003011
90011,5526 S FORTUNA ST,,Los Angeles,33.99211,-118.24542,060372289001007
90059,939 E 120TH ST,1/2,Los Angeles,33.92386,-118.25719,060372410022009
91406,6915 N LOUISE AVE,,Los Angeles,34.19607,-118.5101,060371320013000
90025,2015 S BARRY AVE,,Los Angeles,34.03718,-118.44916,060372676002001
91406,17228 W SATICOY ST,,Los Angeles,34.20823,-118.50843,060371319002000
91406,17234 W SATICOY ST,,Los Angeles,34.20823,-118.50851,060371319002000
90038,1143 N VINE ST,,Los Angeles,34.09203,-118.32688,060371908023003
91406,17226 W SATICOY ST,,Los Angeles,34.20823,-118.5084,060371319002000
90731,820 S SEASIDE AVE,,Los Angeles,33.73609,-118.27024,060379800311018
90732,219 N WESTERN AVE,,Los Angeles,33.74553,-118.30989,060372964012000
90069,1629 N SUNSET PLAZA DR,,Los Angeles,34.1005,-118.38154,060371943002001
91406,17224 W SATICOY ST,,Los Angeles,34.20823,-118.50837,060371319002000
90291,719 E VENICE BLVD,,Los Angeles,33.9919,-118.45769,060372736003011
91406,17222 W SATICOY ST,,Los Angeles,34.20823,-118.50834,060371319002000
91406,17232 W SATICOY ST,,Los Angeles,34.20823,-118.50848,060371319002000
90025,2011 S BARRY AVE,,Los Angeles,34.0372,-118.44918,060372676002001
90291,715 E VENICE BLVD,,Los Angeles,33.99178,-118.45775,060372736003011
91406,17238 W SATICOY ST,,Los Angeles,34.20823,-118.50858,060371319002000
91406,17236 W SATICOY ST,,Los Angeles,34.20823,-118.50854,060371319002000
90025,2019 S BARRY AVE,,Los Angeles,34.03704,-118.44904,060372676002001
91406,17220 W SATICOY ST,,Los Angeles,34.20823,-118.50831,060371319002000
90291,717 E VENICE BLVD,,Los Angeles,33.99185,-118.45769,060372736003011
90025,2017 S BARRY AVE,,Los Angeles,34.03708,-118.44908,060372676002001
91406,17230 W SATICOY ST,,Los Angeles,34.20823,-118.50846,060371319002000
90020,319 S SERRANO AVE,1/2,Los Angeles,34.06828,-118.30719,060372118041000
91303,7253 N JORDAN AVE,,Los Angeles,34.20244,-118.60312,060371345221009
90006,1050 S BURLINGTON AVE,,Los Angeles,34.04901,-118.27717,060372095201006
90048,162 S HAYWORTH AVE,,Los Angeles,34.07241,-118.36248,060372146001006
90048,104 S HAYWORTH AVE,,Los Angeles,34.07407,-118.36248,060372146001006
90048,100 S HAYWORTH AVE,,Los Angeles,34.07411,-118.36248,060372146001006
90027,5068 W HOLLYWOOD BLVD,,Los Angeles,34.10151,-118.30014,060371912011008
90048,317 S HOLT AVE,,Los Angeles,34.07311,-118.37872,060372149021008
91326,12011 RICASOLI WAY,,Los Angeles,34.29118,-118.58507,060371082022005
90024,1418 S KELTON AVE,1/2,Los Angeles,34.05388,-118.44294,060372655222003
91040,10242 N JARDINE AVE,,Los Angeles,34.25531,-118.30344,060371034022001
90049,12327 W ROCHEDALE LANE,,Los Angeles,34.0732,-118.48404,060372623031000
91326,12003 RICASOLI WAY,,Los Angeles,34.29103,-118.58503,060371082022005
90036,832 S LA BREA AVE,,Los Angeles,34.05963,-118.3448,060372162011002
91406,6723 N HASKELL AVE,,Los Angeles,34.19259,-118.47514,060371276062000
90250,11500 S INGLEWOOD AVE,,Los Angeles,33.93008,-118.36115,060376021033022
91326,12019 RICASOLI WAY,,Los Angeles,34.29143,-118.58526,060371082022005
90016,3741 S HILLCREST DR,,Los Angeles,34.01885,-118.3434,060372195002011
90024,1420 S KELTON AVE,,Los Angeles,34.05383,-118.44291,060372655222003
90034,3563 S KEYSTONE AVE,1/2,Los Angeles,34.02392,-118.4099,060372699092003
91601,5029 N KLUMP AVE,1/2,Los Angeles,34.16165,-118.37597,060371254032002
90007,1159 W 37TH DR,,Los Angeles,34.01913,-118.29345,060372226002006
90006,1052 S BURLINGTON AVE,1/2,Los Angeles,34.04897,-118.27719,060372095201006
90250,11504 S INGLEWOOD AVE,,Los Angeles,33.92998,-118.36114,060376021033022
90020,317 S SERRANO AVE,,Los Angeles,34.06836,-118.30683,060372118041000
90048,158 S HAYWORTH AVE,,Los Angeles,34.07252,-118.36248,060372146001006
91607,5419 N HERMITAGE AVE,,Los Angeles,34.16928,-118.40059,060371249021000
91326,12015 RICASOLI WAY,,Los Angeles,34.29127,-118.58517,060371082022005
90036,812 S LA BREA AVE,,Los Angeles,34.06011,-118.34463,060372162011002
90006,1109 S SERRANO AVE,,Los Angeles,34.05053,-118.30654,060372132022003
90005,800 S HOOVER ST,,Los Angeles,34.05743,-118.28407,060372094012004
90048,166 S HAYWORTH AVE,,Los Angeles,34.07221,-118.36246,060372146001006
90027,5070 W HOLLYWOOD BLVD,,Los Angeles,34.10156,-118.30017,060371912011008
90048,158 S HAYWORTH AVE,1/2,Los Angeles,34.07252,-118.36248,060372146001006
91607,5423 N HERMITAGE AVE,,Los Angeles,34.16936,-118.40054,060371249021000
90027,1943 N HOOVER ST,1/2,Los Angeles,34.10665,-118.28437,060371952012010
90020,319 S SERRANO AVE,,Los Angeles,34.06838,-118.30715,060372118041000
90230,4548 S STONER AVE,,Los Angeles,33.9955,-118.41516,060372755001003
90048,156 S HAYWORTH AVE,,Los Angeles,34.07255,-118.36248,060372146001006
90020,317 S SERRANO AVE,1/2,Los Angeles,34.06838,-118.30704,060372118041000
90027,1945 N HOOVER ST,,Los Angeles,34.1067,-118.28437,060371952012010
90034,3567 S KEYSTONE AVE,,Los Angeles,34.02384,-118.40983,060372699092003
90034,3567 S KEYSTONE AVE,1/2,Los Angeles,34.02384,-118.40983,060372699092003
91601,5029 N KLUMP AVE,,Los Angeles,34.16165,-118.37597,060371254032002
90048,163 S HAYWORTH AVE,,Los Angeles,34.07241,-118.36286,060372146001006
90250,11512 S INGLEWOOD AVE,,Los Angeles,33.92978,-118.36113,060376021033022
90048,160 S HAYWORTH AVE,1/4,Los Angeles,34.07246,-118.36248,060372146001006
90250,11506 S INGLEWOOD AVE,,Los Angeles,33.92992,-118.36114,060376021033022
90250,11508 S INGLEWOOD AVE,,Los Angeles,33.92988,-118.36111,060376021033022
90020,333 S HOBART BLVD,,Los Angeles,34.068,-118.30565,060372118042001
90034,3563 S KEYSTONE AVE,,Los Angeles,34.02392,-118.4099,060372699092003
90048,160 S HAYWORTH AVE,3/4,Los Angeles,34.07246,-118.36248,060372146001006
90036,814 S LA BREA AVE,,Los Angeles,34.06007,-118.34464,060372162011002
90291,707 S HAMPTON DR,,Los Angeles,33.99393,-118.47473,060372734041000
90024,1416 S KELTON AVE,,Los Angeles,34.0539,-118.44297,060372655222003
90034,3565 S KEYSTONE AVE,1/2,Los Angeles,34.02389,-118.40988,060372699092003
90048,142 S HAYWORTH AVE,,Los Angeles,34.07287,-118.36241,060372146001006
90024,10800 W HOLMAN AVE,,Los Angeles,34.05382,-118.43796,060372655231001
90020,321 S SERRANO AVE,,Los Angeles,34.0683,-118.30702,060372118041000
91040,10235 N JARDINE AVE,,Los Angeles,34.25515,-118.30371,060371034022002
90034,3565 S KEYSTONE AVE,,Los Angeles,34.02389,-118.40988,060372699092003
90250,11510 S INGLEWOOD AVE,,Los Angeles,33.92984,-118.36111,060376021033022
90020,321 S SERRANO AVE,1/2,Los Angeles,34.0683,-118.30687,060372118041000
90048,144 S HAYWORTH AVE,1/2,Los Angeles,34.07296,-118.36226,060372146001006
91326,12020 RICASOLI WAY,,Los Angeles,34.29171,-118.58497,060371082022008
90006,1054 S BURLINGTON AVE,,Los Angeles,34.04894,-118.27722,060372095201006
90048,146 S HAYWORTH AVE,,Los Angeles,34.07287,-118.36218,060372146001006
91601,5027 N KLUMP AVE,,Los Angeles,34.1616,-118.37594,060371254032002
90006,1050 S BURLINGTON AVE,1/2,Los Angeles,34.04901,-118.27717,060372095201006
90024,1418 S KELTON AVE,,Los Angeles,34.05388,-118.44294,060372655222003
91406,6711 N HASKELL AVE,,Los Angeles,34.19245,-118.4752,060371276062000
90036,830 S LA BREA AVE,,Los Angeles,34.05967,-118.34479,060372162011002
91307,24614 W KITTRIDGE ST,,Los Angeles,34.19012,-118.66243,060371352051007
90024,609 S KELTON AVE,1/2,Los Angeles,34.066,-118.45357,060372653033001
90048,535 N HAYWORTH AVE,,Los Angeles,34.08108,-118.36292,060371944011011
90048,144 S HAYWORTH AVE,,Los Angeles,34.07295,-118.36232,060372146001006
90032,5073 E HUNTINGTON DR NORTH,1/2,Los Angeles,34.08932,-118.17178,060372011101003
90038,742 N HUDSON AVE,,Los Angeles,34.08467,-118.33194,060371918201004
91406,6725 N HASKELL AVE,,Los Angeles,34.19262,-118.47514,060371276062000
91601,5025 N KLUMP AVE,,Los Angeles,34.16155,-118.37598,060371254032002
90066,3956 S MCLAUGHLIN AVE,,Los Angeles,34.00562,-118.422,060372723012007
91406,6721 N HASKELL AVE,,Los Angeles,34.19254,-118.47514,060371276062000
90006,1052 S BURLINGTON AVE,,Los Angeles,34.04897,-118.27719,060372095201006
90006,1109 S SERRANO AVE,1/2,Los Angeles,34.05053,-118.30654,060372132022003
90048,146 S HAYWORTH AVE,1/2,Los Angeles,34.07296,-118.36211,060372146001006
90048,140 S HAYWORTH AVE,,Los Angeles,34.07295,-118.3625,060372146001006
90034,3569 S KEYSTONE AVE,,Los Angeles,34.02383,-118.40977,060372699092003
90007,1159 W 37TH DR,1/2,Los Angeles,34.01913,-118.29345,060372226002006
90250,11502 S INGLEWOOD AVE,,Los Angeles,33.93003,-118.36114,060376021033022
90016,3700 S LA BREA AVE,,Los Angeles,34.01929,-118.35537,060372362062000
90048,160 S HAYWORTH AVE,,Los Angeles,34.07246,-118.36248,060372146001006
90027,1943 N HOOVER ST,,Los Angeles,34.10665,-118.28437,060371952012010
91326,12023 RICASOLI WAY,,Los Angeles,34.29156,-118.58531,060371082022005
90048,160 S HAYWORTH AVE,1/2,Los Angeles,34.07246,-118.36248,060372146001006
90048,169 N HAYWORTH AVE,,Los Angeles,34.07228,-118.36282,060372146001006
90032,4966 E GAMBIER ST,,Los Angeles,34.0809,-118.17453,060372015041001
90065,2560 W SAN FERNANDO ROAD,,Los Angeles,34.10816,-118.2416,060371871022021
90065,3403 N FIGUEROA ST,,Los Angeles,34.08773,-118.2178,060371853102007
90012,236 W 2ND ST,,Los Angeles,34.05209,-118.24654,060372073051001
91342,11300 W FOOTHILL BLVD,,Los Angeles,34.27556,-118.37675,060371041241008
90032,4960 E GAMBIER ST,,Los Angeles,34.08085,-118.17465,060372015041001
91605,7125 N FULTON AVE,,Los Angeles,34.19993,-118.42283,060371234101001
90065,2558 W SAN FERNANDO ROAD,,Los Angeles,34.10789,-118.24149,060371871022021
91401,14223 W FRIAR ST,,Los Angeles,34.18578,-118.44303,060371282101000
90027,3317 W WOOD TER,,Los Angeles,34.11222,-118.27817,060371882013000
90012,204 S BROADWAY,,Los Angeles,34.05213,-118.2467,060372073051001
90012,232 W 2ND ST,,Los Angeles,34.05206,-118.2465,060372073051001
90028,6701 W FOUNTAIN AVE,,Los Angeles,34.09446,-118.33652,060371907022003
90012,238 W 2ND ST,,Los Angeles,34.05211,-118.24656,060372073051001
90012,234 W 2ND ST,,Los Angeles,34.05208,-118.24652,060372073051001
90028,6709 W FOUNTAIN AVE,,Los Angeles,34.09447,-118.33678,060371907022003
91303,22018 W GAULT ST,,Los Angeles,34.19898,-118.60665,060371343032008
90012,208 S BROADWAY,,Los Angeles,34.05206,-118.24677,060372073051001
90012,210 S BROADWAY,,Los Angeles,34.05197,-118.24679,060372073051001
91601,5611 N FULCHER AVE,,Los Angeles,34.17263,-118.37328,060371242041003
91040,8055 W FOOTHILL BLVD,,Los Angeles,34.25981,-118.30888,060371031024007
91602,4728 N FORMAN AVE,,Los Angeles,34.15674,-118.35265,060371256003001
91423,4253 N FULTON AVE,,Los Angeles,34.14816,-118.42273,060371411013001
90034,8704 W GUTHRIE AVE,,Los Angeles,34.04107,-118.38188,060372696011002
90012,206 S BROADWAY,,Los Angeles,34.05208,-118.24674,060372073051001
90028,6713 W FOUNTAIN AVE,,Los Angeles,34.09447,-118.33682,060371907022003
90065,3401 N FIGUEROA ST,,Los Angeles,34.08768,-118.21778,060371853102007
90012,202 S BROADWAY,,Los Angeles,34.05216,-118.24667,060372073051001
91605,6858 N FULTON AVE,,Los Angeles,34.19554,-118.42235,060371234101000
90012,200 S BROADWAY,,Los Angeles,34.05219,-118.24665,060372073051001
90065,2548 W SAN FERNANDO ROAD,,Los Angeles,34.10752,-118.24109,060371871022021
90028,6707 W FOUNTAIN AVE,,Los Angeles,34.09446,-118.33672,060371907022003
90291,1004 S PACIFIC AVE,,Los Angeles,33.99104,-118.47477,060372734031004
90291,1000 S PACIFIC AVE,,Los Angeles,33.99107,-118.47478,060372734031004
90291,106 E BREEZE AVE,1/2,Los Angeles,33.99116,-118.47466,060372734031004
90291,102 E BREEZE AVE,,Los Angeles,33.99111,-118.47474,060372734031004
90069,8155 W LAUREL VIEW DR,,Los Angeles,34.10153,-118.36728,060371942003007
90291,104 E BREEZE AVE,1/2,Los Angeles,33.99115,-118.47468,060372734031004
90291,104 E BREEZE AVE,,Los Angeles,33.99115,-118.47468,060372734031004
90026,138 N CARONDELET ST,1/2,Los Angeles,34.06961,-118.27421,060372085012004
90026,136 N CARONDELET ST,1/2,Los Angeles,34.06954,-118.27425,060372085012004
90045,8107 N LINCOLN BLVD,,Los Angeles,33.96321,-118.42245,060372766011003
90291,106 E BREEZE AVE,,Los Angeles,33.99116,-118.47466,060372734031004
90291,1002 S PACIFIC AVE,,Los Angeles,33.99106,-118.47478,060372734031004
90291,1012 E COEUR D'ALENE AVE,,Los Angeles,33.99269,-118.4515,060372738001009
90026,138 N CARONDELET ST,,Los Angeles,34.06961,-118.27421,060372085012004
90045,8115 N LINCOLN BLVD,,Los Angeles,33.96307,-118.42233,060372766011003
90291,102 E BREEZE AVE,1/2,Los Angeles,33.99111,-118.47474,060372734031004
90039,3641 N APPLETON ST,,Los Angeles,34.12268,-118.26044,060371883001001
90291,940 E COEUR D'ALENE AVE,,Los Angeles,33.99238,-118.45172,060372738001009
90026,136 N CARONDELET ST,,Los Angeles,34.06954,-118.27425,060372085012004
90029,702 N HOOVER ST,,Los Angeles,34.0827,-118.28414,060371959031000
90061,10911 S BROADWAY,,Los Angeles,33.93696,-118.27858,060372411203007
90019,1824 S REDONDO BLVD,,Los Angeles,34.04294,-118.35154,060372183002006
90019,1829 S ALSACE AVE,,Los Angeles,34.04275,-118.3514,060372183002006
90026,700 N LUCILE AVE,,Los Angeles,34.08263,-118.28419,060371959031000
90019,1828 S REDONDO BLVD,1/2,Los Angeles,34.04285,-118.35181,060372183002006
90042,818 N AVENUE 51,,Los Angeles,34.1155,-118.20625,060371835101004
90019,1827 S ALSACE AVE,,Los Angeles,34.04277,-118.35149,060372183002006
90007,1080 W EXPOSITION BLVD,,Los Angeles,34.018,-118.29401,060372312201001
90007,3779 S WISCONSIN ST,,Los Angeles,34.01775,-118.29328,060372312201001
90007,1094 W EXPOSITION BLVD,,Los Angeles,34.018,-118.29438,060372312201001
90019,1823 S ALSACE AVE,,Los Angeles,34.04291,-118.35122,060372183002006
90001,734 E 74TH ST,,Los Angeles,33.97282,-118.26169,060372395013004
90003,436 E 81ST ST,,Los Angeles,33.96541,-118.26602,060372398012005
90037,1061 W 38TH ST,,Los Angeles,34.0174,-118.2936,060372312201001
90019,1822 S REDONDO BLVD,,Los Angeles,34.04302,-118.35163,060372183002006
90042,818 N AVENUE 51,1/2,Los Angeles,34.1155,-118.20625,060371835101004
90019,1828 S REDONDO BLVD,,Los Angeles,34.04282,-118.35166,060372183002006
90001,829 E 84TH ST,,Los Angeles,33.96298,-118.25969,060372398021001
90037,1089 W 38TH ST,,Los Angeles,34.0174,-118.2942,060372312201001
90047,7914 S DENKER AVE,,Los Angeles,33.96679,-118.30451,060372382004002
90061,10909 S BROADWAY,,Los Angeles,33.93702,-118.27859,060372411203007
90068,6611 W EMMET TER,,Los Angeles,34.10664,-118.33389,060371896001015
90007,1066 W EXPOSITION BLVD,,Los Angeles,34.01801,-118.29348,060372312201001
90019,1828 S REDONDO BLVD,,Los Angeles,34.04285,-118.35181,060372183002006
90007,3781 S WISCONSIN ST,,Los Angeles,34.01765,-118.29327,060372312201001
90007,1086 W EXPOSITION BLVD,,Los Angeles,34.018,-118.2942,060372312201001
90007,1060 W EXPOSITION BLVD,,Los Angeles,34.018,-118.29332,060372312201001
90037,1095 W 38TH ST,,Los Angeles,34.0174,-118.29433,060372312201001
90019,1824 S REDONDO BLVD,1/2,Los Angeles,34.04291,-118.35146,060372183002006
90003,7814 S SAN PEDRO ST,,Los Angeles,33.96829,-118.26936,060372395022005
90003,7816 S SAN PEDRO ST,,Los Angeles,33.96822,-118.26936,060372395022005
90019,1825 S ALSACE AVE,,Los Angeles,34.04289,-118.3514,060372183002006
90019,1829 S ALSACE AVE,1/2,Los Angeles,34.04273,-118.35133,060372183002006
90019,1824 S REDONDO BLVD,,Los Angeles,34.04291,-118.35146,060372183002006
90007,1072 W EXPOSITION BLVD,,Los Angeles,34.01801,-118.29364,060372312201001
90007,3785 S WISCONSIN ST,,Los Angeles,34.01761,-118.29329,060372312201001
90019,1826 S ALSACE AVE,,Los Angeles,34.0428,-118.35158,060372183002006
90001,732 E 74TH ST,,Los Angeles,33.97282,-118.26178,060372395013004
90019,1825 S ALSACE AVE,,Los Angeles,34.04294,-118.35132,060372183002006
90019,1825 S ALSACE AVE,1/2,Los Angeles,34.04289,-118.3514,060372183002006
91316,5346 N LOUISE AVE,,Los Angeles,34.16846,-118.50963,060371396001001
90077,141 N DELFERN DR,,Los Angeles,34.08076,-118.42945,060372621002006
90018,2021 S 2ND AVE,1/2,Los Angeles,34.03842,-118.31912,060372188001001
90035,8519 W PICO BLVD,,Los Angeles,34.05369,-118.37695,060372164011006
91606,12043 W OXNARD ST,,Los Angeles,34.17957,-118.39588,060371239022001
91356,18880 W WELLS DR,,Los Angeles,34.16306,-118.54434,060371398012003
90018,2019 S 2ND AVE,,Los Angeles,34.03846,-118.31912,060372188001001
90005,671 S MCCADDEN PL,,Los Angeles,34.0629,-118.33735,060372110003012
90011,4255 S AVALON BLVD,3/4,Los Angeles,34.00636,-118.26554,060372285001000
91436,4519 N HASKELL AVE,,Los Angeles,34.15306,-118.47439,060371414002012
91306,20635 W CANTARA ST,,Los Angeles,34.21921,-118.58327,060371341032000
90011,4255 S AVALON BLVD,,Los Angeles,34.00636,-118.26554,060372285001000
90018,2019 S 2ND AVE,1/2,Los Angeles,34.03846,-118.31912,060372188001001
90034,3136 N IVY ST,,Los Angeles,34.0315,-118.38763,060372702002005
90230,4452 S DAWES AVE,,Los Angeles,33.9986,-118.41281,060372751023009
90018,2021 S 2ND AVE,,Los Angeles,34.03842,-118.31912,060372188001001
90005,677 S MCCADDEN PL,,Los Angeles,34.06273,-118.33735,060372110003012
91403,14888 W ROUND VALLEY DR,,Los Angeles,34.14377,-118.45531,060371416001002
90005,683 S MCCADDEN PL,,Los Angeles,34.06256,-118.33734,060372110003012
90034,3134 N IVY ST,,Los Angeles,34.03156,-118.38768,060372702002005
90035,8525 W PICO BLVD,,Los Angeles,34.0537,-118.377,060372164011006
90230,4454 S DAWES AVE,,Los Angeles,33.99857,-118.41274,060372751023009
90019,4620 W 18TH ST,,Los Angeles,34.04141,-118.33994,060372182103002
90064,3194 S QUEENSBURY DR,,Los Angeles,34.03286,-118.40872,060372690005003
90015,1326 S CONSTANCE ST,1/2,Los Angeles,34.04426,-118.27827,060372243201007
91403,14900 W ROUND VALLEY DR,,Los Angeles,34.14365,-118.45572,060371416001002
90710,25027 S MCCOY AVE,,Los Angeles,33.79685,-118.29003,060372944101001
90026,1545 N SILVERWOOD TER,,Los Angeles,34.0867,-118.26883,060371955001009
90015,1326 S CONSTANCE ST,,Los Angeles,34.04426,-118.27827,060372243201007
90016,5722 W JEFFERSON BLVD,,Los Angeles,34.02588,-118.36994,060372201001001
90019,4614 W 18TH ST,,Los Angeles,34.04138,-118.33983,060372182103002
90028,6117 W FOUNTAIN AVE,,Los Angeles,34.09449,-118.32293,060371908012005
90028,6117 W FOUNTAIN AVE,1/2,Los Angeles,34.09449,-118.32293,060371908012005
90016,5716 W JEFFERSON BLVD,,Los Angeles,34.02582,-118.36876,060372201001001
90011,1231 E 45TH ST,,Los Angeles,34.00313,-118.25342,060372287101000
90011,1231 E 45TH ST,1/2,Los Angeles,34.00313,-118.25342,060372287101000
90015,1326 S CONSTANCE ST,3/4,Los Angeles,34.04426,-118.27827,060372243201007
90019,4618 W 18TH ST,,Los Angeles,34.0414,-118.33991,060372182103002
90028,6119 W FOUNTAIN AVE,,Los Angeles,34.09449,-118.32303,060371908012005
90015,1326 S CONSTANCE ST,1/4,Los Angeles,34.04426,-118.27827,060372243201007
91403,14906 W ROUND VALLEY DR,,Los Angeles,34.14349,-118.45591,060371416001002
90028,6119 W FOUNTAIN AVE,1/2,Los Angeles,34.09449,-118.32303,060371908012005
90019,4616 W 18TH ST,,Los Angeles,34.04139,-118.33987,060372182103002
90026,1545 N SILVERWOOD TER,1/2,Los Angeles,34.0867,-118.26883,060371955001009
90039,2743 W LOCKSLEY PL,,Los Angeles,34.10777,-118.2628,060371873001003
91331,13065 W EUSTACE ST,,Los Angeles,34.28297,-118.41736,060371042013005
90004,551 N HOBART BLVD,,Los Angeles,34.08134,-118.30597,060371925102006
90001,745 E 82ND ST,,Los Angeles,33.96479,-118.26144,060372398013006
90011,1266 E 52ND ST,,Los Angeles,33.9955,-118.25271,060372287102003
90004,551 N HOBART BLVD,1/2,Los Angeles,34.08134,-118.30597,060371925102006
91311,11040 N SWEETWATER CT,,Los Angeles,34.27073,-118.56314,060371131021008
90065,2265 W MOSS AVE,,Los Angeles,34.10909,-118.22964,060371863022003
91042,10851 N PLAINVIEW AVE,,Los Angeles,34.26639,-118.29811,060371031021000
91311,11010 N SWEETWATER CT,,Los Angeles,34.27002,-118.56369,060371131021008
90291,538 E BROADWAY,,Los Angeles,33.99409,-118.46905,060372733003002
91325,17027 W ROMAR ST,,Los Angeles,34.25473,-118.50355,060371113021000
90025,11755 W WILSHIRE BLVD,,Los Angeles,34.04856,-118.46231,060372643042004
90071,304 S GRAND AVE,,Los Angeles,34.05276,-118.25121,060372075022019
90071,302 S GRAND AVE,,Los Angeles,34.0528,-118.25119,060372075022019
90071,312 S GRAND AVE,,Los Angeles,34.05265,-118.25133,060372075022019
90004,115 S ST ANDREWS PL,,Los Angeles,34.0726,-118.31154,060372115002002
91367,19915 W FRIAR ST,,Los Angeles,34.1866,-118.56685,060371349013002
90013,358 S OLIVE ST,,Los Angeles,34.05099,-118.25118,060372075021002
90071,336 S GRAND AVE,,Los Angeles,34.05204,-118.25192,060372075022015
91304,9020 N ETON AVE,,Los Angeles,34.2342,-118.59382,060371132341000
91602,4641 N CAHUENGA BLVD,,Los Angeles,34.15515,-118.36173,060371255021010
90002,752 E 89TH ST,,Los Angeles,33.95539,-118.26116,060372400202005
90042,225 S AVENUE 50,,Los Angeles,34.10322,-118.20064,060371838201002
